Date,HDFC.NS,TCS.NS,KOTAKBANK.NS,BHARTIARTL.NS,NESTLEIND.NS,HDIL.NS,MARUTI.NS,ASIANPAINT.NS,HCLTECH.NS,COALINDIA.NS
2013-12-31,733.4434814453125,945.4583129882812,352.69195556640625,290.8313293457031,4896.26953125,52.20000076293945,1725.0203857421875,465.4119873046875,278.59088134765625,156.65380859375
2014-01-07,733.4434814453125,997.1423950195312,354.2607727050781,287.5434265136719,4894.041015625,49.54999923706055,1657.3560791015625,462.98968505859375,292.92681884765625,164.36276245117188
2014-01-14,733.4434814453125,977.236083984375,351.7705383300781,267.3333740234375,4710.08740234375,50.75,1684.0384521484375,455.24786376953125,319.3478698730469,149.62757873535156
2014-01-21,733.4434814453125,948.1156005859375,328.6113586425781,268.2978820800781,4511.849609375,44.45000076293945,1463.568603515625,452.9205627441406,313.2054443359375,156.7696533203125
2014-01-28,733.4434814453125,923.6167602539062,331.3505859375,277.2849426269531,4512.85009765625,42.099998474121094,1513.7093505859375,452.1605529785156,311.73193359375,156.86404418945312
2014-02-04,733.4434814453125,902.3008422851562,322.3608703613281,267.0703430175781,4601.50634765625,42.54999923706055,1568.3829345703125,460.0924377441406,327.5642395019531,169.88885498046875
2014-02-11,733.4434814453125,929.9061279296875,338.82135009765625,265.0099182128906,4571.3486328125,41.599998474121094,1596.7010498046875,449.4059143066406,330.57720947265625,160.51348876953125
2014-02-18,733.4434814453125,939.7373046875,336.55523681640625,251.72650146484375,4549.423828125,41.29999923706055,1568.2427978515625,448.4084167480469,344.43048095703125,154.88198852539062
2014-02-25,733.4434814453125,961.9547119140625,337.0284118652344,251.94570922851562,4285.45361328125,41.45000076293945,1492.9149169921875,451.78070068359375,329.40985107421875,155.51123046875
2014-03-04,733.4434814453125,923.7455444335938,370.64654541015625,265.7113342285156,4365.78662109375,50.099998474121094,1639.411865234375,456.6252136230469,323.4394836425781,160.9224853515625
2014-03-11,733.4434814453125,911.0160522460938,381.1553039550781,258.7408142089844,4358.8720703125,48.349998474121094,1746.001708984375,476.478515625,314.2113342285156,170.3292999267578
2014-03-18,733.4434814453125,921.5988159179688,384.81597900390625,258.5216369628906,4294.18798828125,50.5,1777.310791015625,498.9915466308594,310.7979431152344,172.72032165527344
2014-03-25,733.4434814453125,934.4996948242188,380.35845947265625,276.4958190917969,4410.40966796875,56.20000076293945,1804.553955078125,509.7730712890625,315.41204833984375,182.78782653808594
2014-04-01,733.4434814453125,924.6683349609375,383.2221984863281,278.33709716796875,4473.54833984375,71.0,1780.3480224609375,512.52783203125,312.74371337890625,178.69789123535156
2014-04-08,733.4434814453125,967.1498413085938,393.88043212890625,285.17608642578125,4397.62890625,75.55000305175781,1801.1427001953125,507.7307434082031,316.8240661621094,184.2350311279297
2014-04-15,733.4434814453125,953.5401000976562,399.0849914550781,293.9439697265625,4296.59912109375,71.5999984741211,1846.3768310546875,509.53570556640625,323.016845703125,188.1361541748047
2014-04-22,733.4434814453125,942.0343627929688,401.92388916015625,293.7247314453125,4298.87353515625,73.80000305175781,1791.1427001953125,472.6788330078125,315.39892578125,186.68896484375
2014-04-29,733.4434814453125,944.03076171875,401.89898681640625,276.1012878417969,4263.66357421875,68.69999694824219,1785.301513671875,488.9699401855469,308.2857666015625,186.5316619873047
2014-05-06,733.4434814453125,949.2039794921875,428.84332275390625,279.8714599609375,4433.7451171875,78.9000015258789,1953.6212158203125,513.2877197265625,319.51287841796875,208.9318389892578
2014-05-13,733.4434814453125,887.9187622070312,449.76129150390625,304.7284851074219,4153.947265625,93.55000305175781,2050.491455078125,502.4112854003906,291.7738037109375,230.6083526611328
2014-05-20,733.4434814453125,915.0731811523438,433.5996398925781,294.51385498046875,4332.93017578125,91.5999984741211,2151.473876953125,497.5190734863281,308.4975891113281,247.31411743164062
2014-05-27,733.4434814453125,913.849609375,434.8946228027344,315.81988525390625,4398.77734375,98.0,2183.99755859375,483.60296630859375,300.64849853515625,247.53436279296875
2014-06-03,733.4434814453125,926.5362548828125,448.2920227050781,317.0035705566406,4540.94482421875,109.55000305175781,2303.111328125,509.3931884765625,311.7865295410156,264.5232238769531
2014-06-10,733.4434814453125,988.1767578125,466.79449462890625,296.5743408203125,4576.6123046875,94.3499984741211,2256.52197265625,532.523681640625,324.3181457519531,251.9703826904297
2014-06-17,733.4434814453125,1000.8330688476562,437.83306884765625,298.9416809082031,4507.65625,92.3499984741211,2256.662353515625,555.1572875976562,315.73333740234375,246.33883666992188
2014-06-24,733.4434814453125,1036.2451171875,440.44781494140625,294.16314697265625,4512.2734375,102.55000305175781,2414.794921875,558.9388427734375,333.9287414550781,241.90283203125
2014-07-01,733.4434814453125,1061.6878662109375,434.42144775390625,298.5909729003906,4557.40771484375,92.75,2420.26220703125,564.9220581054688,329.6028747558594,237.46682739257812
2014-07-08,746.211669921875,1039.951416015625,434.4627990722656,293.3302307128906,4523.8427734375,93.1500015258789,2353.71923828125,557.6464233398438,326.1132507324219,229.31851196289062
2014-07-15,746.211669921875,1097.64208984375,473.1708984375,310.51531982421875,4758.42578125,91.80000305175781,2348.99951171875,577.8460693359375,340.9192199707031,243.85340881347656
2014-07-22,746.211669921875,1122.3045654296875,469.1829833984375,310.3399353027344,4743.4267578125,86.44999694824219,2341.6162109375,608.86376953125,359.9732666015625,229.25558471679688
2014-07-29,746.211669921875,1110.9244384765625,467.56280517578125,328.57720947265625,4764.37158203125,99.80000305175781,2491.477783203125,606.3748779296875,344.3866882324219,227.21063232421875
