Date,^BSESN
2017-11-07,32941.87109375
2017-11-14,33478.3515625
2017-11-21,33618.58984375
2017-11-28,32802.44140625
2017-12-05,33227.98828125
2017-12-12,33836.73828125
2017-12-19,34010.609375
2017-12-26,33812.26171875
2018-01-02,34443.19140625
2018-01-09,34771.05078125
2018-01-16,36139.98046875
2018-01-23,36033.73046875
2018-01-30,34195.94140625
2018-02-06,34300.46875
2018-02-13,33703.58984375
2018-02-20,34346.390625
2018-02-27,33317.19921875
2018-03-06,33856.78125
2018-03-13,32996.76171875
2018-03-20,33174.390625
2018-03-27,33370.62890625
2018-04-03,33880.25
2018-04-10,34395.05859375
2018-04-17,34616.640625
2018-04-24,35160.359375
2018-05-01,35216.3203125
2018-05-08,35543.94140625
2018-05-15,34651.23828125
2018-05-22,34949.23828125
2018-05-29,34903.2109375
2018-06-05,35692.51953125
2018-06-12,35286.73828125
2018-06-19,35490.0390625
2018-06-26,35378.6015625
2018-07-03,36239.62109375
2018-07-10,36519.9609375
2018-07-17,36825.1015625
2018-07-24,37606.578125
2018-07-31,37665.80078125
2018-08-07,37852.0
2018-08-14,38285.75
2018-08-21,38896.62890625
2018-08-28,38157.921875
2018-09-04,37413.12890625
2018-09-11,37290.671875
2018-09-18,36652.05859375
2018-09-25,36526.140625
2018-10-02,34299.46875
2018-10-09,35162.48046875
2018-10-16,33847.23046875
2018-10-23,33891.12890625
2018-10-30,34991.91015625
2018-11-06,35144.48828125
2018-11-13,35474.51171875
2018-11-20,35513.140625
2018-11-27,36134.30859375
2018-12-04,35150.01171875
2018-12-11,36347.078125
2018-12-18,35470.1484375
2018-12-25,36068.328125
