"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NTPC","28-Dec-2018","28-Mar-2019","CE","190","0","0","0","0.55","0","0.6","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","187.5","0","0","0","0.7","0","0.75","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","110","0","0","0","40.45","0","41.95","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","112.5","0","0","0","38","0","39.5","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","115","0","0","0","35.65","0","37.1","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","117.5","0","0","0","33.3","0","34.75","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","120","0","0","0","30.95","0","32.4","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","122.5","0","0","0","28.7","0","30.05","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","125","0","0","0","26.45","0","27.8","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","127.5","0","0","0","24.3","0","25.6","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","130","0","0","0","22.2","0","23.45","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","132.5","0","0","0","20.2","0","21.4","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","135","0","0","0","18.25","0","19.4","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","137.5","0","0","0","16.45","0","17.5","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","140","0","0","0","14.7","0","15.7","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","142.5","0","0","0","13.1","0","14","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","145","0","0","0","11.6","0","12.45","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","147.5","0","0","0","10.25","0","11","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","150","0","0","0","8.95","0","9.65","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","152.5","0","0","0","7.8","0","8.45","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","155","0","0","0","6.8","0","7.3","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","157.5","0","0","0","5.85","0","6.35","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","160","0","0","0","5","0","5.45","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","162.5","0","0","0","4.3","0","4.65","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","165","0","0","0","3.65","0","3.95","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","167.5","0","0","0","3.1","0","3.35","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","170","0","0","0","2.6","0","2.8","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","172.5","0","0","0","2.2","0","2.35","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","175","0","0","0","1.8","0","1.95","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","177.5","0","0","0","1.5","0","1.65","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","180","0","0","0","1.25","0","1.35","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","182.5","0","0","0","1.05","0","1.1","0","0","0","0","0","149.85"
"NTPC","28-Dec-2018","28-Mar-2019","CE","185","0","0","0","0.85","0","0.9","0","0","0","0","0","149.85"
