"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","305","0","0","0","1.45","0","0.7","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","310","0","0","0","1.1","0","0.5","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","315","0","0","0","0.85","0","0.4","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","320","0","0","0","0.65","0","0.3","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","325","0","0","0","0.5","0","0.2","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","330","0","0","0","0.35","0","0.15","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","335","0","0","0","0.3","0","0.1","0","0","0","0","0","242.3"
"COALINDIA","28-Dec-2018","28-Mar-2019","CE","340","0","0","0","0.2","0","0.1","0","0","0","0","0","242.3"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","345","0","0","0","0.15","0","0.05","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","190","0","0","0","63.85","0","54.3","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","195","0","0","0","59.05","0","49.5","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","200","0","0","0","54.3","0","44.85","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","205","0","0","0","49.6","0","40.25","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","210","0","0","0","45","0","35.8","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","215","0","0","0","40.6","0","31.55","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","220","0","0","0","36.3","0","27.5","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","225","0","0","0","32.2","0","23.75","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","230","0","0","0","28.35","0","20.25","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","235","0","0","0","24.75","0","17.1","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","240","0","0","0","21.35","0","14.25","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","245","0","0","0","18.3","0","11.75","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","250","0","0","0","15.55","0","9.6","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","255","0","0","0","13.1","0","7.7","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","260","0","0","0","10.9","0","6.15","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","265","0","0","0","9","0","4.85","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","270","0","0","0","7.4","0","3.75","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","275","0","0","0","6","0","2.9","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","280","0","0","0","4.85","0","2.2","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","285","0","0","0","3.85","0","1.65","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","290","0","0","0","3.05","0","1.25","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","295","0","0","0","2.4","0","0.9","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","300","0","0","0","1.85","0","0.7","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","305","0","0","0","1.45","0","0.5","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","310","0","0","0","1.1","0","0.35","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","315","0","0","0","0.85","0","0.25","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","320","0","0","0","0.65","0","0.2","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","325","0","0","0","0.5","0","0.15","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","330","0","0","0","0.35","0","0.1","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","335","0","0","0","0.3","0","0.1","0","0","0","0","0","240.75"
"COALINDIA","31-Dec-2018","28-Mar-2019","CE","185","0","0","0","68.7","0","59.15","0","0","0","0","0","240.75"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","195","0","0","0","59.05","0","50.15","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","320","0","0","0","0.65","0","0.15","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","325","0","0","0","0.5","0","0.1","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","330","0","0","0","0.35","0","0.1","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","335","0","0","0","0.3","0","0.05","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","300","0","0","0","1.85","0","0.6","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","305","0","0","0","1.45","0","0.45","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","310","0","0","0","1.1","0","0.3","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","315","0","0","0","0.85","0","0.2","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","280","0","0","0","4.85","0","2.1","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","285","0","0","0","3.85","0","1.55","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","290","0","0","0","3.05","0","1.15","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","295","0","0","0","2.4","0","0.85","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","260","0","0","0","10.9","0","6","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","265","0","0","0","9","0","4.7","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","270","0","0","0","7.4","0","3.6","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","275","0","0","0","6","0","2.75","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","240","0","0","0","21.35","0","14.3","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","245","0","0","0","18.3","0","11.7","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","250","0","0","0","15.55","0","9.5","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","255","0","0","0","13.1","0","7.6","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","220","0","0","0","36.3","0","27.85","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","225","0","0","0","32.2","0","24","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","230","0","0","0","28.35","0","20.45","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","235","0","0","0","24.75","0","17.2","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","200","0","0","0","54.3","0","45.4","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","205","0","0","0","49.6","0","40.8","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","210","0","0","0","45","0","36.3","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","215","0","0","0","40.6","0","31.95","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","185","0","0","0","68.7","0","59.8","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","190","0","0","0","63.85","0","54.95","0","0","0","0","0","241.5"
"COALINDIA","01-Jan-2019","28-Mar-2019","CE","345","0","0","0","0.15","0","0.05","0","0","0","0","0","241.5"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","195","0","0","0","59.05","0","45.55","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","320","0","0","0","0.65","0","0.15","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","325","0","0","0","0.5","0","0.1","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","330","0","0","0","0.35","0","0.05","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","335","0","0","0","0.3","0","0.05","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","300","0","0","0","1.85","0","0.5","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","305","0","0","0","1.45","0","0.35","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","310","0","0","0","1.1","0","0.25","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","315","0","0","0","0.85","0","0.2","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","280","0","0","0","4.85","0","1.65","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","285","0","0","0","3.85","0","1.25","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","290","0","0","0","3.05","0","0.9","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","295","0","0","0","2.4","0","0.65","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","260","0","0","0","10.9","0","4.9","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","265","0","0","0","9","0","3.8","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","270","0","0","0","7.4","0","2.9","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","275","0","0","0","6","0","2.2","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","240","0","0","0","21.35","0","11.95","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","245","0","0","0","18.3","0","9.75","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","250","0","0","0","15.55","0","7.8","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","255","0","0","0","13.1","0","6.2","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","220","0","0","0","36.3","0","24.2","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","225","0","0","0","32.2","0","20.65","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","230","0","0","0","28.35","0","17.4","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","235","0","0","0","24.75","0","14.5","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","200","0","0","0","54.3","0","40.9","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","205","0","0","0","49.6","0","36.4","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","210","0","0","0","45","0","32.1","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","215","0","0","0","40.6","0","28.05","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","185","0","0","0","68.7","0","55.05","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","190","0","0","0","63.85","0","50.25","0","0","0","0","0","236.7"
"COALINDIA","02-Jan-2019","28-Mar-2019","CE","345","0","0","0","0.15","0","0.05","0","0","0","0","0","236.7"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","195","0","0","0","59.05","0","43.8","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","320","0","0","0","0.65","0","0.1","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","325","0","0","0","0.5","0","0.05","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","330","0","0","0","0.35","0","0.05","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","335","0","0","0","0.3","0","0.05","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","300","0","0","0","1.85","0","0.35","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","305","0","0","0","1.45","0","0.25","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","310","0","0","0","1.1","0","0.2","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","315","0","0","0","0.85","0","0.15","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","280","0","0","0","4.85","0","1.3","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","285","0","0","0","3.85","0","0.95","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","290","0","0","0","3.05","0","0.7","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","295","0","0","0","2.4","0","0.5","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","260","0","0","0","10.9","0","4.15","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","265","0","0","0","9","0","3.15","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","270","0","0","0","7.4","0","2.4","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","275","0","0","0","6","0","1.8","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","240","0","0","0","21.35","0","10.75","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","245","0","0","0","18.3","0","8.65","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","250","0","0","0","15.55","0","6.85","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","255","0","0","0","13.1","0","5.35","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","220","0","0","0","36.3","0","22.65","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","225","0","0","0","32.2","0","19.15","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","230","0","0","0","28.35","0","16","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","235","0","0","0","24.75","0","13.2","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","200","0","0","0","54.3","0","39.2","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","205","0","0","0","49.6","0","34.75","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","210","0","0","0","45","0","30.45","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","215","0","0","0","40.6","0","26.4","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","185","0","0","0","68.7","0","53.35","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","190","0","0","0","63.85","0","48.55","0","0","0","0","0","235"
"COALINDIA","03-Jan-2019","28-Mar-2019","CE","345","0","0","0","0.15","0","0.05","0","0","0","0","0","235"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","195","0","0","0","59.05","0","45.15","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","320","0","0","0","0.65","0","0.1","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","325","0","0","0","0.5","0","0.05","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","330","0","0","0","0.35","0","0.05","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","335","0","0","0","0.3","0","0.05","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","300","0","0","0","1.85","0","0.35","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","305","0","0","0","1.45","0","0.25","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","310","0","0","0","1.1","0","0.15","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","315","0","0","0","0.85","0","0.1","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","280","0","0","0","4.85","0","1.3","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","285","0","0","0","3.85","0","0.95","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","290","0","0","0","3.05","0","0.7","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","295","0","0","0","2.4","0","0.5","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","260","0","0","0","10.9","0","4.3","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","265","0","0","0","9","0","3.25","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","270","0","0","0","7.4","0","2.45","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","275","0","0","0","6","0","1.8","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","240","0","0","0","21.35","0","11.2","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","245","0","0","0","18.3","0","8.95","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","250","0","0","0","15.55","0","7.1","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","255","0","0","0","13.1","0","5.55","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","220","0","0","0","36.3","0","23.55","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","225","0","0","0","32.2","0","19.95","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","230","0","0","0","28.35","0","16.65","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","235","0","0","0","24.75","0","13.75","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","200","0","0","0","54.3","0","40.5","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","205","0","0","0","49.6","0","35.95","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","210","0","0","0","45","0","31.6","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","215","0","0","0","40.6","0","27.45","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","185","0","0","0","68.7","0","54.75","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","190","0","0","0","63.85","0","49.9","0","0","0","0","0","236.5"
"COALINDIA","04-Jan-2019","28-Mar-2019","CE","345","0","0","0","0.15","0","0.05","0","0","0","0","0","236.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","340","0","0","0","0.2","0","0.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","195","0","0","0","59.05","0","43.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","325","0","0","0","0.5","0","0.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","330","0","0","0","0.35","0","0.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","335","0","0","0","0.3","0","0.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","300","0","0","0","1.85","0","0.25","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","305","0","0","0","1.45","0","0.15","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","310","0","0","0","1.1","0","0.1","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","315","0","0","0","0.85","0","0.1","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","320","0","0","0","0.65","0","0.05","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","280","0","0","0","4.85","0","0.95","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","285","0","0","0","3.85","0","0.7","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","290","0","0","0","3.05","0","0.5","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","295","0","0","0","2.4","0","0.35","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","260","0","0","0","10.9","0","3.45","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","265","0","0","0","9","0","2.55","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","270","0","0","0","7.4","0","1.85","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","275","0","0","0","6","0","1.35","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","240","0","0","0","21.35","0","9.7","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","245","0","0","0","18.3","0","7.65","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","250","0","0","0","15.55","0","5.95","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","255","0","0","0","13.1","0","4.55","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","220","0","0","0","36.3","0","21.6","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","225","0","0","0","32.2","0","18.1","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","230","0","0","0","28.35","0","14.9","0","0","0","0","0","234.5"
"COALINDIA","07-Jan-2019","28-Mar-2019","CE","235","0","0","0","24.75","0","12.15","0","0","0","0","0","234.5"
