,HDFC ,TCS,Kotak Mahindra,Bharti Airtel,Nestle,Housing Development,Maruti,Asian Paints,HCL,Coal India
beta,0.85,0.69,0.799,0.972,0.742,0.84,1.01,0.728,0.7,0.875
