Date,HDFC.NS,TCS.NS,KOTAKBANK.NS,BHARTIARTL.NS,NESTLEIND.NS,HDIL.NS,MARUTI.NS,ASIANPAINT.NS,HCLTECH.NS,COALINDIA.NS
04-04-2014,733.4434814,918.25,376.0752258,277.2411194,4399.493164,69.65000153,1801.1427,504.1211853,310.8424072,177.2507019
07-04-2014,733.4434814,924.668335,383.2221985,278.3370972,4473.54834,71,1780.348022,512.527832,312.7437134,178.6978912
09-04-2014,733.4434814,918.9154053,390.7427063,280.660614,4484.82959,71.65000153,1806.096069,520.2696533,306.9176941,181.3091278
10-04-2014,733.4434814,912.7976074,400.0562439,280.3536682,4440.841797,75.65000153,1831.75061,514.380249,301.8367004,183.8260498
11-04-2014,733.4434814,929.0906372,401.2514954,282.5456848,4393.853027,78.09999847,1809.08667,516.4700317,311.45401,184.3923187
15-04-2014,733.4434814,967.1498413,393.8804321,285.1760864,4397.628906,75.55000305,1801.1427,507.7307434,316.8240662,184.2350311
16-04-2014,733.4434814,942.9144897,390.5932922,283.8170776,4347.908691,70.80000305,1808.666138,508.1107483,314.0890503,182.2844543
17-04-2014,733.4434814,954.3344727,398.8359985,285.4391174,4333.443848,73.90000153,1823.713135,516.5175781,316.8129883,183.0394897
21-04-2014,733.4434814,953.8405151,399.1098938,293.5493774,4297.28125,73.59999847,1858.246338,512.1954346,320.1372681,186.3114624
22-04-2014,733.4434814,953.5401001,399.0849915,293.9439697,4296.599121,71.59999847,1846.376831,509.5357056,323.9168396,188.1361542
23-04-2014,733.4434814,950.40625,409.593811,297.0566101,4302.23877,72.34999847,1852.405029,503.0761719,320.7505798,190.1811371
24-04-2014,733.4434814,950.40625,409.593811,297.0566101,4302.23877,72.34999847,1852.405029,503.0761719,320.7505798,190.1811371
25-04-2014,733.4434814,946.7568359,402.6708984,299.5992737,4345.54248,74.25,1828.24585,489.1598816,323.1920776,188.733963
28-04-2014,733.4434814,940.7893066,410.3657532,296.0482788,4280.676758,74.59999847,1822.87207,475.4811096,316.5472412,186.0597534
29-04-2014,733.4434814,942.0343628,401.9238892,293.7247314,4298.873535,73.80000305,1791.1427,472.678833,315.3989258,186.6889648
30-04-2014,733.4434814,939.8662109,399.7324829,287.631073,4338.493164,68.5,1797.217407,479.850708,312.8234863,183.6372375
02-05-2014,733.4434814,948.1306763,399.7822876,285.4829407,4306.605469,70.15000153,1760.207642,485.8351746,317.6956177,185.8080292
05-05-2014,733.4434814,950.3844604,402.2226868,280.835968,4284.907715,69.15000153,1773.712524,492.6270752,308.1184692,186.531662
06-05-2014,733.4434814,944.0307617,401.8989868,276.1012878,4263.663574,68.69999695,1785.301514,488.9699402,308.2857666,186.531662
07-05-2014,733.4434814,929.7131348,403.467804,272.6818237,4258.661133,66.80000305,1758.198364,480.3256531,294.516449,185.8709717
08-05-2014,733.4434814,928.2104492,404.414093,270.0514526,4274.081055,66.09999847,1772.544189,479.1382446,298.7531433,184.8327789
09-05-2014,733.4434814,927.2874146,423.7134399,271.3227539,4350.411133,77.90000153,1845.675781,495.0493469,305.6433411,194.2081299
12-05-2014,733.4434814,927.0512085,423.6885376,278.4248352,4404.723633,78.75,1915.817017,511.2454834,310.9281006,208.302597
13-05-2014,733.4434814,949.2039795,428.8433228,279.87146,4433.745117,78.90000153,1953.621216,513.2877197,319.5128784,208.931839
14-05-2014,733.4434814,951.4151611,428.0464783,283.3786926,4344.31543,82.55000305,1948.807861,529.0089722,314.7187195,216.0105286
15-05-2014,733.4434814,941.5621948,433.2510681,281.8004456,4306.453125,80.34999847,1979.322632,502.5536499,313.4700928,214.1543274
16-05-2014,733.4434814,927.6524048,451.0562439,289.9984436,4234.523926,83.90000153,2011.378906,509.6306152,304.4057617,217.3318634
19-05-2014,733.4434814,874.3950806,456.7090454,296.5304871,4194.006836,88.15000153,2069.790527,501.033783,291.4838562,244.734314
20-05-2014,733.4434814,887.9187622,449.7612915,304.7284851,4175.809082,93.55000305,2050.491455,502.4112854,291.7738037,230.6083527
21-05-2014,733.4434814,894.208313,446.5737915,297.4949951,4292.139648,92.40000153,2027.313354,518.9398193,297.9169922,233.3769073
22-05-2014,733.4434814,906.701416,444.9301758,291.6204834,4329.45459,96.15000153,2116.660645,510.8654175,295.1965027,245.332077
23-05-2014,733.4434814,913.5490112,437.4594727,301.3089905,4338.873535,101.5500031,2229.792725,513.4777832,299.0319214,250.3658142
26-05-2014,733.4434814,924.7545166,428.893158,297.6703186,4338.278809,92.09999847,2188.156738,497.3766174,309.0996094,252.3478394
27-05-2014,733.4434814,915.0731812,433.5996399,294.513855,4332.930176,91.59999847,2151.473877,497.5190735,308.4975891,247.3141174
28-05-2014,733.4434814,923.2733154,427.7974243,299.5116272,4360.365723,94.80000305,2158.857178,484.6477661,321.1964417,239.3544922
29-05-2014,733.4434814,927.3087769,428.4946594,295.9606323,4375.272949,91.65000153,2155.025635,480.9906311,312.1210632,235.044342
30-05-2014,733.4434814,919.3233643,432.6285095,301.7036133,4537.103516,90.69999695,2123.202637,482.1779785,316.3131409,233.3769073
02-06-2014,733.4434814,914.3863525,441.5684204,317.0474243,4389.539551,94.80000305,2172.268555,484.3153381,308.3414001,234.9185638
03-06-2014,733.4434814,913.8496094,434.8946228,315.8198853,4398.777344,98,2183.997559,483.6029663,300.6484985,247.5343628
04-06-2014,733.4434814,896.9558105,429.0425415,310.2961121,4362.058105,100.5500031,2216.895508,483.507843,291.7179871,245.6152344
05-06-2014,733.4434814,903.3525391,432.6533813,311.4359436,4437.553711,102.9000015,2225.447021,484.5527649,297.2145691,246.6219788
06-06-2014,733.4434814,903.3959961,449.6118774,312.0496826,4500.521484,106.6500015,2235.587158,480.0407104,296.0550842,245.8039856
09-06-2014,733.4434814,916.2042236,448.3418579,312.4880676,4474.50293,111.9000015,2275.867432,501.6513977,305.2642822,259.9928589
10-06-2014,733.4434814,935.4273682,448.2920227,317.0035706,4540.944824,109.5500031,2303.111328,509.3931885,311.7865295,264.5232239
11-06-2014,733.4434814,956.5792847,462.4614868,311.5674744,4586.993164,100.4499969,2288.391846,516.4224243,313.4700928,254.3928223
12-06-2014,733.4434814,969.7558594,465.0264282,299.8623047,4570.895996,97.25,2318.579102,521.7894897,313.6818848,248.4781799
13-06-2014,733.4434814,959.4396973,456.6841431,292.2342224,4547.119141,90.65000153,2246.148193,515.045105,320.8619385,244.9860077
16-06-2014,733.4434814,983.7991943,463.4078064,291.6643066,4578.257324,91,2225.400146,516.8161621,317.1826477,244.9860077
17-06-2014,733.4434814,988.1767578,466.7944946,296.5743408,4576.612305,94.34999847,2256.521973,536.6809082,324.3181458,251.9703827
18-06-2014,733.4434814,965.2911377,478.2495422,298.3279114,4533.170898,94.19999695,2275.727783,534.0960693,320.3937073,247.9748077
19-06-2014,733.4434814,986.5296021,460.0210876,296.4866943,4517.441406,92.15000153,2224.37207,543.7651978,325.2435608,242.3433075
20-06-2014,733.4434814,993.6166992,463.5820923,297.0127869,4516.206543,90,2211.61499,544.1958618,321.9768677,243.0983734
23-06-2014,733.4434814,983.4091187,445.776886,299.4677124,4523.477051,88.55000305,2224.605957,549.6049194,316.4245911,244.0736847
24-06-2014,733.4434814,1000.833069,437.8330688,298.9416809,4507.65625,92.34999847,2256.662354,555.1572876,315.7333374,246.3388367
25-06-2014,733.4434814,1001.483643,440.1489868,295.478363,4527.773926,94.5,2309.373291,561.4758301,316.3911438,250.3343811
26-06-2014,733.4434814,1000.22644,431.1592712,296.7496948,4562.847656,91.90000153,2324.23291,559.8482056,319.7804871,244.3253021
27-06-2014,733.4434814,1040.059326,431.3086548,290.8313293,4514.880371,96.94999695,2294.13916,559.7525635,330.3387146,239.6376648
30-06-2014,733.4434814,1051.263794,440.049408,295.390686,4508.523926,100.9499969,2279.793457,568.6557617,334.5085449,242.217453
01-07-2014,733.4434814,1036.245117,440.4478149,294.163147,4512.273438,102.5500031,2414.794922,558.9388428,333.9287415,241.902832
02-07-2014,733.4434814,1040.948242,444.8305969,296.4866943,4563.07666,101.1999969,2469.141113,559.130188,330.0823059,247.6287231
03-07-2014,733.4434814,1048.013306,443.859436,295.4345093,4570.895996,102.8499985,2457.879395,556.8806152,326.9940491,249.2332306
04-07-2014,746.2116699,1044.805664,439.771759,297.4511414,4548.946289,103.3000031,2469.655273,563.5341187,330.0934448,248.0062103
07-07-2014,746.2116699,1078.635742,434.1387939,302.0104675,4593.715332,99.34999847,2466.244141,568.2728271,336.3704529,249.6422729
08-07-2014,746.2116699,1061.687866,434.8117371,298.5909729,4557.407715,92.75,2420.262207,564.9220581,329.6028748,237.4668274
09-07-2014,746.2116699,1039.453247,430.8237915,299.4239502,4579.172852,89.59999847,2351.850342,569.2781372,328.4989929,230.105011
10-07-2014,746.2116699,1019.362671,431.9205017,292.8918152,4531.021484,94.40000153,2366.102783,561.9544678,328.3207397,232.7477264
11-07-2014,746.2116699,1037.848755,427.8826904,294.163147,4565.45459,89.75,2340.821777,544.5787354,334.7873535,228.2173462
14-07-2014,746.2116699,1051.632324,426.387207,291.1820984,4534.086914,90.59999847,2345.494873,564.3477783,323.0917358,225.4173126
15-07-2014,746.2116699,1039.951416,434.4627991,293.3302307,4523.842773,93.15000153,2353.719238,557.6464233,326.1132507,229.318512
16-07-2014,746.2116699,1041.056885,441.1924133,294.7769165,4545.836914,96.05000305,2403.906738,555.1096191,327.7076111,229.8533173
17-07-2014,746.2116699,1032.430908,456.0725098,295.1276245,4568.015625,98.09999847,2392.878906,554.9182129,327.071991,237.0263977
18-07-2014,746.2116699,1058.112183,466.5159912,294.8207703,4584.477051,97.40000153,2359.466797,555.68396,334.5307922,236.3342743
21-07-2014,746.2116699,1067.886353,469.1829834,295.6537781,4608.026367,93.84999847,2375.121338,568.3208618,336.2701416,238.1275635
22-07-2014,746.2116699,1097.64209,473.1708984,310.5153198,4758.425781,91.80000305,2348.999512,577.8460693,340.91922,243.8534088
23-07-2014,746.2116699,1120.939331,464.995575,310.6906433,4729.891113,92.40000153,2327.177002,577.6068726,344.0634155,242.1230316
24-07-2014,746.2116699,1124.861938,467.9117737,310.9098206,4709.130859,92.75,2335.260986,593.6420898,352.8712463,242.4062195
25-07-2014,746.2116699,1129.434814,470.9277039,311.0852051,4724.585938,88.65000153,2345.168213,610.2041016,352.837738,237.2151642
28-07-2014,746.2116699,1139.801392,469.1829834,310.3399353,4743.426758,86.44999695,2341.616211,608.8637695,359.9732666,229.2555847
30-07-2014,746.2116699,1142.332275,485.6581726,327.1743469,4739.083496,91.40000153,2385.495361,616.4267578,356.2271118,231.1117859
31-07-2014,746.2116699,1135.729492,475.4141846,326.9550781,4690.15332,92.75,2358.953125,601.8274536,346.7615051,231.3634796
01-08-2014,746.2116699,1107.71106,461.2568665,333.2242126,4758.517578,90.80000305,2416.85083,597.8544312,337.8755798,225.8892365
04-08-2014,746.2116699,1111.958984,467.4631348,330.4623413,4763.593262,92,2472.645752,602.9760742,346.7391968,226.1724091
05-08-2014,746.2116699,1110.924438,467.5628052,328.5772095,4764.371582,99.80000305,2491.477783,606.3748779,347.0650024,227.2106323
06-08-2014,746.2116699,1103.419189,464.7214355,322.3519897,4846.817871,96.80000305,2464.515381,613.3154297,347.7841492,226.4555206
07-08-2014,746.2116699,1087.197876,468.5099792,320.7298889,4943.165039,97,2476.104004,604.9865112,341.1774597,228.4060974
08-08-2014,746.2116699,1091.115723,464.3973694,327.9195862,4905.07373,93.69999695,2451.057373,591.5839233,344.4470215,223.7813568
11-08-2014,746.2116699,1086.581665,473.6444702,330.0677185,4923.182129,95.5,2490.262939,587.6109619,340.5144958,224.8824921
12-08-2014,746.2116699,1088.056274,480.897583,324.3685913,4878.32373,96.30000305,2489.982422,587.9940186,340.9301453,229.4128876
13-08-2014,746.2116699,1100.513916,477.1090088,323.184967,5085.880859,91.15000153,2477.55249,589.4777832,350.5931091,222.1454163
14-08-2014,746.2116699,1100.381836,475.2396545,320.2039185,5096.17041,90.25,2492.13208,591.4403076,345.6156311,224.284729
18-08-2014,746.2116699,1095.033447,481.9693298,329.9361877,5171.941406,94.55000305,2526.712158,592.9240723,342.2559814,228.8465881
19-08-2014,746.2116699,1073.419556,488.8485413,330.6815186,5271.902832,99.15000153,2569.469727,589.0470581,345.7841187,232.3386993
20-08-2014,746.2116699,1072.407349,498.4944458,328.401886,5300.572754,97.84999847,2558.768555,586.3665161,350.2335205,230.7027435
21-08-2014,746.2116699,1070.756714,507.7663879,328.3841858,5335.553711,95.05000305,2570.637939,587.7067261,349.5594177,229.1611786
22-08-2014,746.2116699,1084.732544,513.8231812,323.0747681,5312.874512,93.44999695,2574.656982,584.1645508,358.3682556,224.662262
25-08-2014,746.2116699,1110.197998,520.7521973,326.6143799,5315.114258,90.55000305,2622.320801,578.8035278,359.0312195,225.6690063
26-08-2014,746.2116699,1115.370239,525.4629517,327.0567627,5366.786133,92.59999847,2591.05835,582.0583496,359.9076538,224.3791504
27-08-2014,746.2116699,1122.47937,518.4342041,326.5258789,5394.910156,92.19999695,2599.365723,591.1052856,370.7614136,225.6060944
28-08-2014,746.2116699,1110.329956,517.2129517,327.2337952,5513.43457,90.40000153,2613.679932,597.5672607,366.4581299,224.0644989
01-09-2014,746.2116699,1116.845093,522.3971558,332.5430908,5544.026855,92.90000153,2734.109375,602.9282227,367.9525452,229.8218536
02-09-2014,746.2116699,1117.174927,527.5316772,346.5244446,5573.338379,93.5,2736.221191,597.6151123,370.3345947,228.6577759
03-09-2014,746.2116699,1147.328613,526.8587646,357.9395752,5624.096191,98.84999847,2730.120117,599.6254272,372.5817566,236.6489105
04-09-2014,746.2116699,1137.798462,527.8058472,357.9395752,5718.661133,94.80000305,2719.982666,605.3695679,373.2670898,238.5050659
05-09-2014,746.2116699,1143.895142,537.6013184,354.9309692,5658.941895,95.09999847,2704.025391,619.4422607,373.997406,232.9993896
08-09-2014,746.2116699,1163.307617,536.6292114,357.2759705,5853.009277,95.09999847,2736.783936,647.1570435,374.4356079,235.7679901
09-09-2014,746.2116699,1158.267578,535.0340576,359.3554077,5862.292969,94.40000153,2731.481201,636.7700195,368.7165833,239.5118256
10-09-2014,746.2116699,1144.577393,530.871521,360.8154907,5835.632813,94.90000153,2728.61792,625.999939,367.413147,235.1072845
11-09-2014,746.2116699,1143.785156,530.8217773,359.3112183,5992.798828,96.55000305,2738.145508,628.5847778,368.019928,226.9903717
